row_index,rank,feature,feature_value,shap_value,plain_explanation
37182,3,behavioral_risk_3week_avg,7,1.41611753,Suspicious behavior stayed elevated over several weeks
30842,1,total_activity,156,2.360279679,Overall system activity was unusually high
30842,2,combined_risk,2.103210153,1.32624168,Multiple risk signals increased at the same time
30842,3,behavioral_risk_3week_avg,6,0.742623993,Suspicious behavior stayed elevated over several weeks
10887,1,combined_risk,5,2.167292922,Multiple risk signals increased at the same time
10887,2,total_activity,815,2.057934281,Overall system activity was unusually high
10887,3,http_weekly_active_days,7.407214,1.678584907,Web activity occurred across many days
4274,1,combined_risk,3.602090332,2.559195968,Multiple risk signals increased at the same time
4274,2,http_weekly_active_days,7.407214,1.982620813,Web activity occurred across many days
4274,3,behavioral_risk_3week_avg,7,1.423332857,Suspicious behavior stayed elevated over several weeks
20291,1,combined_risk,3.105823068,3.41705494,Multiple risk signals increased at the same time
20291,2,total_activity,188,2.135945544,Overall system activity was unusually high
20291,3,device_weekly_avg_device_connections_per_day,4.19657932,0.625346088,Daily external device usage was unusually high
2414,1,combined_risk,3.066442703,4.038355169,Multiple risk signals increased at the same time
2414,2,http_weekly_active_days,5.504626106,1.754287978,Web activity occurred across many days
2414,3,behavioral_risk_3week_avg,6,0.40005579,Suspicious behavior stayed elevated over several weeks
37790,1,total_activity,494,2.725354117,Overall system activity was unusually high
37790,2,combined_risk,4.301045166,1.978097568,Multiple risk signals increased at the same time
37790,3,behavioral_risk_3week_avg,7.333333333,1.333416333,Suspicious behavior stayed elevated over several weeks
5076,1,combined_risk,3.132325495,2.993418544,Multiple risk signals increased at the same time
5076,2,total_activity,225,2.093168011,Overall system activity was unusually high
5076,3,file_activity,101,1.094882743,File-related activity was unusually high
20808,1,combined_risk,3.14893617,3.325736709,Multiple risk signals increased at the same time
20808,2,total_activity,223,2.906551723,Overall system activity was unusually high
20808,3,file_change,-14,0.248867128,File activity changed sharply compared with the previous week
1444,1,combined_risk,3.612541993,3.018150973,Multiple risk signals increased at the same time
1444,2,http_weekly_active_days,5.504626106,2.069687078,Web activity occurred across many days
1444,3,behavioral_risk_3week_avg,7,1.426905358,Suspicious behavior stayed elevated over several weeks
10245,1,combined_risk,3.058603957,3.072789746,Multiple risk signals increased at the same time
10245,2,file_weekly_total_file_events,5.339508558,0.978224895,File access activity was unusually high
10245,3,file_activity,76,0.493880453,File-related activity was unusually high
36546,1,combined_risk,3.579880552,3.586806135,Multiple risk signals increased at the same time
36546,2,http_weekly_active_days,5.504626106,1.94662521,Web activity occurred across many days
36546,3,behavioral_risk_3week_avg,7,1.42366484,Suspicious behavior stayed elevated over several weeks
34625,1,total_activity,514,2.527041604,Overall system activity was unusually high
34625,2,combined_risk,3.803471445,2.117907575,Multiple risk signals increased at the same time
34625,3,behavioral_risk_3week_avg,6.666666667,1.109569487,Suspicious behavior stayed elevated over several weeks
8830,1,combined_risk,2.614221725,3.095773822,Multiple risk signals increased at the same time
8830,2,total_activity,156,1.450064727,Overall system activity was unusually high
8830,3,behavioral_risk_3week_avg,5,0.642901681,Suspicious behavior stayed elevated over several weeks
34988,1,combined_risk,4.124486749,2.812097351,Multiple risk signals increased at the same time
34988,2,http_weekly_active_days,7.407214,2.154226112,Web activity occurred across many days
34988,3,behavioral_risk_3week_avg,8,1.420942787,Suspicious behavior stayed elevated over several weeks
17378,1,total_activity,362,3.612531747,Overall system activity was unusually high
17378,2,file_activity,162,1.154562519,File-related activity was unusually high
17378,3,behavioral_risk_3week_avg,6,0.467483564,Suspicious behavior stayed elevated over several weeks
10928,1,combined_risk,3.70735349,2.656796714,Multiple risk signals increased at the same time
10928,2,total_activity,340,2.526346001,Overall system activity was unusually high
10928,3,file_activity,143,1.184690369,File-related activity was unusually high
40288,1,combined_risk,3.066442703,3.962142971,Multiple risk signals increased at the same time
40288,2,http_weekly_active_days,5.504626106,1.392039602,Web activity occurred across many days
40288,3,behavioral_risk_3week_avg,6,0.40005579,Suspicious behavior stayed elevated over several weeks
41529,1,total_activity,226,2.409099379,Overall system activity was unusually high
41529,2,combined_risk,3.128592758,2.104844408,Multiple risk signals increased at the same time
41529,3,behavioral_risk_3week_avg,6.666666667,1.342800477,Suspicious behavior stayed elevated over several weeks
34398,1,total_activity,238,3.126103802,Overall system activity was unusually high
34398,2,combined_risk,3.160507652,2.745619518,Multiple risk signals increased at the same time
34398,3,file_activity,56,0.515626553,File-related activity was unusually high
40091,1,combined_risk,3.112355356,3.365079415,Multiple risk signals increased at the same time
40091,2,total_activity,190,1.375145351,Overall system activity was unusually high
40091,3,file_activity,96,1.090825577,File-related activity was unusually high
20303,1,combined_risk,2.615901456,2.644676511,Multiple risk signals increased at the same time
20303,2,total_activity,205,2.571607169,Overall system activity was unusually high
20303,3,device_weekly_avg_device_connections_per_day,4.233060668,0.455423292,Daily external device usage was unusually high
30426,1,combined_risk,3.602650243,2.935754353,Multiple risk signals increased at the same time
30426,2,http_weekly_active_days,5.504626106,1.916086834,Web activity occurred across many days
30426,3,behavioral_risk_3week_avg,7,1.426363612,Suspicious behavior stayed elevated over several weeks
7519,1,combined_risk,2.609929078,2.759937972,Multiple risk signals increased at the same time
7519,2,total_activity,171,1.739397384,Overall system activity was unusually high
7519,3,behavioral_risk_3week_avg,5,0.483915963,Suspicious behavior stayed elevated over several weeks
8204,1,total_activity,423,2.556347435,Overall system activity was unusually high
8204,2,combined_risk,4.241694662,1.756258195,Multiple risk signals increased at the same time
8204,3,file_activity,219,1.070071333,File-related activity was unusually high
36460,1,combined_risk,4.093131766,3.598869437,Multiple risk signals increased at the same time
36460,2,http_weekly_active_days,5.504626106,1.822702973,Web activity occurred across many days
36460,3,behavioral_risk_3week_avg,8,1.409953853,Suspicious behavior stayed elevated over several weeks
35161,1,combined_risk,3.047219112,2.926473166,Multiple risk signals increased at the same time
35161,2,file_weekly_total_file_events,6.537618942,1.69470012,File access activity was unusually high
35161,3,risk_change,-35.1,1.076315443,Network-related risk increased compared with the previous week
17474,1,combined_risk,3.063456514,3.998246095,Multiple risk signals increased at the same time
17474,2,http_weekly_active_days,5.504626106,1.726812284,Web activity occurred across many days
17474,3,behavioral_risk_3week_avg,6,0.399980896,Suspicious behavior stayed elevated over several weeks
21470,1,total_activity,447,2.731321874,Overall system activity was unusually high
21470,2,combined_risk,3.764464352,1.951584968,Multiple risk signals increased at the same time
21470,3,behavioral_risk_3week_avg,6.666666667,1.023481286,Suspicious behavior stayed elevated over several weeks
1540,1,combined_risk,2.642777156,2.875371429,Multiple risk signals increased at the same time
1540,2,total_activity,208,2.550412515,Overall system activity was unusually high
1540,3,email_weekly_emails_with_attachments,3.077008757,0.277340134,Many emails included attachments
40102,1,combined_risk,3.146509892,3.084679854,Multiple risk signals increased at the same time
40102,2,total_activity,248,2.261535457,Overall system activity was unusually high
40102,3,file_activity,127,1.06282694,File-related activity was unusually high
24642,1,combined_risk,3.671332587,3.014570499,Multiple risk signals increased at the same time
24642,2,total_activity,290,2.509857938,Overall system activity was unusually high
24642,3,file_activity,135,1.094517094,File-related activity was unusually high
26704,1,combined_risk,3.062709966,4.026334872,Multiple risk signals increased at the same time
26704,2,http_weekly_active_days,5.504626106,1.726860493,Web activity occurred across many days
26704,3,behavioral_risk_3week_avg,6,0.400884303,Suspicious behavior stayed elevated over several weeks
11028,1,combined_risk,2.612355356,2.825999264,Multiple risk signals increased at the same time
11028,2,total_activity,173,1.582245284,Overall system activity was unusually high
11028,3,behavioral_risk_3week_avg,5.666666667,0.510286986,Suspicious behavior stayed elevated over several weeks
30476,1,total_activity,312,3.645163665,Overall system activity was unusually high
30476,2,combined_risk,2.697275103,2.337965734,Multiple risk signals increased at the same time
30476,3,device_weekly_avg_device_connections_per_day,4.28778269,0.905212668,Daily external device usage was unusually high
